0	0	-150	-150	-150
0	1	-150	-150	-150
0	2	-150	-150	-150
0	3	-150	-150	-150
0	4	-150	-150	-150
0	5	-150	-150	-150
0	6	-150	-150	-150
0	7	-150	-150	-150
0	8	-150	-150	-150
0	9	-150	-150	-150
0	10	-150	-150	-150
0	11	-150	-150	-150
0	12	-150	-150	-150
0	13	-150	-150	-150
0	14	-150	-150	-150
0	15	-150	-150	-150
0	16	-150	-150	-150
0	17	-150	-150	-150
0	18	-150	-150	-150
0	19	-150	-150	-150
0	20	-150	-150	-150
0	21	-150	-150	-150
0	22	-150	-150	-150
0	23	-150	-150	-150
0	24	-150	-150	-150
0	25	-150	-150	-150
0	26	-150	-150	-150
0	27	-150	-150	-150
0	28	-150	-150	-150
0	29	-150	-150	-150
0	30	-150	-150	-150
0	31	-150	-150	-150
0	32	-150	-150	-150
0	33	-150	-150	-150
0	34	-150	-150	-150
0	35	-150	-150	-150
0	36	-150	-150	-150
0	37	-150	-150	-150
0	38	-150	-150	-150
0	39	-150	-150	-150
0	40	-150	-150	-150
0	41	-150	-150	-150
0	42	-150	-150	-150
0	43	-150	-150	-150
0	44	-150	-150	-150
0	45	-150	-150	-150
0	46	-150	-150	-150
0	47	-150	-150	-150
0	48	-150	-150	-150
0	49	-150	-150	-150
0	50	-150	-150	-150
0	51	-150	-150	-150
0	52	-150	-150	-150
0	53	-150	-150	-150
0	54	-150	-150	-150
0	55	-150	-150	-150
0	56	-150	-150	-150
0	57	-150	-150	-150
0	58	-150	-150	-150
0	59	-150	-150	-150
0	60	-150	-150	-150
0	61	-150	-150	-150
0	62	-150	-150	-150
0	63	-150	-150	-150
0	64	-150	-150	-150
0	65	-150	-150	-150
0	66	-150	-150	-150
0	67	-150	-150	-150
0	68	-150	-150	-150
0	69	-150	-150	-150
0	70	-150	-150	-150
0	71	-150	-150	-150
0	72	-150	-150	-150
0	73	-150	-150	-150
0	74	-150	-150	-150
0	75	-150	-150	-150
0	76	-150	-150	-150
0	77	-150	-150	-150
0	78	-150	-150	-150
0	79	-150	-150	-150
0	80	-150	-150	-150
0	81	-150	-150	-150
0	82	-150	-150	-150
0	83	-150	-150	-150
0	84	-150	-150	-150
0	85	-150	-150	-150
0	86	-150	-150	-150
0	87	-150	-150	-150
0	88	-150	-150	-150
0	89	-150	-150	-150
0	90	-150	-150	-150
0	91	-150	-150	-150
0	92	-150	-150	-150
0	93	-150	-150	-150
0	94	-150	-150	-150
0	95	-150	-150	-150
0	96	-150	-150	-150
0	97	-150	-150	-150
0	98	-150	-150	-150
0	99	-150	-150	-150

1	0	-150	-150	-107.143
1	1	-150	-150	-107.143
1	2	-150	-150	-107.143
1	3	-150	-150	-107.143
1	4	-150	-150	-107.143
1	5	-150	-150	-107.143
1	6	-150	-150	-107.143
1	7	-150	-150	-107.143
1	8	-150	-150	-107.143
1	9	-150	-150	-107.143
1	10	-150	-150	-107.143
1	11	-150	-150	-107.143
1	12	-150	-150	-107.143
1	13	-150	-150	-107.143
1	14	-150	-150	-107.143
1	15	-150	-150	-107.143
1	16	-150	-150	-107.143
1	17	-150	-150	-107.143
1	18	-150	-150	-107.143
1	19	-150	-150	-107.143
1	20	-150	-150	-107.143
1	21	-150	-150	-107.143
1	22	-150	-150	-107.143
1	23	-150	-150	-107.143
1	24	-150	-150	-107.143
1	25	-150	-150	-107.143
1	26	-150	-150	-107.143
1	27	-150	-150	-107.143
1	28	-150	-150	-107.143
1	29	-150	-150	-107.143
1	30	-150	-150	-107.143
1	31	-150	-150	-107.143
1	32	-150	-150	-107.143
1	33	-150	-150	-107.143
1	34	-150	-150	-107.143
1	35	-150	-150	-107.143
1	36	-150	-150	-107.143
1	37	-150	-150	-107.143
1	38	-150	-150	-107.143
1	39	-150	-150	-107.143
1	40	-150	-150	-107.143
1	41	-150	-150	-107.143
1	42	-150	-150	-107.143
1	43	-150	-150	-107.143
1	44	-150	-150	-107.143
1	45	-150	-150	-107.143
1	46	-150	-150	-107.143
1	47	-150	-150	-107.143
1	48	-150	-150	-107.143
1	49	-150	-150	-107.143
1	50	-150	-150	-107.143
1	51	-150	-150	-107.143
1	52	-150	-150	-107.143
1	53	-150	-150	-107.143
1	54	-150	-150	-107.143
1	55	-150	-150	-107.143
1	56	-150	-150	-107.143
1	57	-150	-150	-107.143
1	58	-150	-150	-107.143
1	59	-150	-150	-107.143
1	60	-150	-150	-107.143
1	61	-150	-150	-107.143
1	62	-150	-150	-107.143
1	63	-150	-150	-107.143
1	64	-150	-150	-107.143
1	65	-150	-150	-107.143
1	66	-150	-150	-107.143
1	67	-150	-150	-107.143
1	68	-150	-150	-107.143
1	69	-150	-150	-107.143
1	70	-150	-150	-107.143
1	71	-150	-150	-107.143
1	72	-150	-150	-107.143
1	73	-150	-150	-107.143
1	74	-150	-150	-107.143
1	75	-150	-150	-107.143
1	76	-150	-150	-107.143
1	77	-150	-150	-107.143
1	78	-150	-150	-107.143
1	79	-150	-150	-107.143
1	80	-150	-150	-107.143
1	81	-150	-150	-107.143
